UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P69490,1062,"['Cytochrome c-type biogenesis protein CcmE', 'Cytochrome c maturation protein E', 'Heme chaperone CcmE']",Forms a ternary complex with CcmC and CcmD. Interacts with CcmF. Shuttles between CcmC and CcmF for heme delivery.,"['ccmE', 'yejS', 'b2197', 'JW2185']",1
P16095,1063,"['L-serine dehydratase 1', 'SDH 1']",Forms a ternary complex with CcmC and CcmD. Interacts with CcmF. Shuttles between CcmC and CcmF for heme delivery.,"['sdaA', 'b1814', 'JW1803']",1
P0ABM1,1064,['Heme exporter protein C'],Forms a ternary complex with CcmC and CcmD. Interacts with CcmF. Shuttles between CcmC and CcmF for heme delivery.,"['ccmC', 'yejT', 'yejU', 'b2199', 'JW2187']",1
P00550,1065,['PTS system mannitol-specific EIICBA component'],Homodimer.,"['mtlA', 'b3599', 'JW3573']",2
P0A8L1,1066,"['Serine--tRNA ligase', 'Seryl-tRNA synthetase', 'SerRS', 'Seryl-tRNA(Ser/Sec) synthetase']","Homodimer (PubMed:7537870). The tRNA molecule binds across the dimer, one part binds the N-terminus of the first SerRS subunit and the other part to the active site of the second subunit (PubMed:7537870).","['serS', 'b0893', 'JW0876']",2
P24215,1067,['Mannonate dehydratase'],"Homodimer (PubMed:7537870). The tRNA molecule binds across the dimer, one part binds the N-terminus of the first SerRS subunit and the other part to the active site of the second subunit (PubMed:7537870).","['uxuA', 'b4322', 'JW4285']",2
P30748,1068,"['Molybdopterin synthase sulfur carrier subunit', 'MPT synthase subunit 1', 'Molybdenum cofactor biosynthesis protein D', 'Molybdopterin-converting factor small subunit', 'Molybdopterin-converting factor subunit 1', 'Sulfur carrier protein MoaD']",Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Forms a stable heterotetrameric complex of 2 MoaD and 2 MoeB during adenylation of MoaD by MoeB. During catalysis MoaD shuttles between the two heterotetrameric complexes.,"['moaD', 'chlA4', 'chlM', 'b0784', 'JW0767']",2
P33931,1069,['Cytochrome c biogenesis ATP-binding export protein CcmA'],The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['ccmA', 'yejW', 'b2201', 'JW5366']",2
P0ABL8,1070,['Heme exporter protein B'],The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['ccmB', 'yejV', 'b2200', 'JW2188']",2
P0ABM5,1071,['Heme exporter protein D'],The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['ccmD', 'yojM', 'b2198', 'JW2186']",2
P0AAD6,1072,"['Serine transporter SdaC', 'H(+)/L-serine symporter', 'L-serine transport system']",The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['sdaC', 'dcrA', 'b2796', 'JW2767']",2
P0AC75,1073,"['3-deoxy-D-manno-octulosonic acid transferase', 'Kdo transferase', 'Bifunctional Kdo transferase', 'Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase', 'Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase']",The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['waaA', 'kdtA', 'b3633', 'JW3608']",2
P0AAD8,1074,['Threonine/serine transporter TdcC'],The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['tdcC', 'b3116', 'JW3087']",2
P27241,1075,"['Probable 3-deoxy-manno-octulosonic acid transferase', 'Kdo transferase']",The complex is composed of two ATP-binding proteins (CcmA) and two transmembrane proteins (CcmB).,"['waaZ', 'rfaZ', 'b3624', 'JW3599']",2
P08312,1076,['Phenylalanine--tRNA ligase alpha subunit'],Tetramer of two alpha and two beta subunits.,"['pheS', 'b1714', 'JW5277']",2
P07395,1077,['Phenylalanine--tRNA ligase beta subunit'],Tetramer of two alpha and two beta subunits.,"['pheT', 'b1713', 'JW1703']",2
P0AGE4,1078,['Serine/threonine transporter SstT'],Tetramer of two alpha and two beta subunits.,"['sstT', 'ygjU', 'b3089', 'JW3060']",2
P24207,1079,['Phenylalanine-specific permease'],Tetramer of two alpha and two beta subunits.,"['pheP', 'b0576', 'JW0565']",2
P46136,1080,['Aromatic amino acid exporter YddG'],Tetramer of two alpha and two beta subunits.,"['yddG', 'b1473', 'JW1469']",2
P51025,1081,"['S-formylglutathione hydrolase FrmB', 'FGH']",Tetramer of two alpha and two beta subunits.,"['frmB', 'yaiM', 'b0355', 'JW0346']",2
P43676,1082,['Low-affinity inorganic phosphate transporter PitB'],Tetramer of two alpha and two beta subunits.,"['pitB', 'b2987', 'JW2955']",2
P37329,1083,['Molybdate-binding protein ModA'],"The complex is composed of two ATP-binding proteins (ModC), two transmembrane proteins (ModB) and a solute-binding protein (ModA).","['modA', 'b0763', 'JW0746']",1
P0AEB0,1084,['Sulfate transport system permease protein CysW'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysW', 'b2423', 'JW2416']",1
P33018,1085,"['S-formylglutathione hydrolase YeiG', 'FGH']",Homotetramer.,"['yeiG', 'b2154', 'JW2141']",4
P16701,1086,['Sulfate transport system permease protein CysT'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysU', 'cysT', 'b2424', 'JW2417']",1
P76215,1087,['Succinylglutamate desuccinylase'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['astE', 'ydjS', 'b1744', 'JW1733']",1
P16676,1088,['Sulfate/thiosulfate import ATP-binding protein CysA'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysA', 'b2422', 'JW2415']",1
P0AFJ7,1089,['Low-affinity inorganic phosphate transporter PitA'],"Interacts with the small protein MgtS, and this interaction contributes to an increase in intracellular Mg(2+) content.","['pitA', 'pit', 'b3493', 'JW3460']",1
P76217,1090,['N-succinylglutamate 5-semialdehyde dehydrogenase'],"Interacts with the small protein MgtS, and this interaction contributes to an increase in intracellular Mg(2+) content.","['astD', 'ydjU', 'b1746', 'JW5282']",1
P0AAH0,1091,"['Phosphate import ATP-binding protein PstB', 'ABC phosphate transporter', 'Phosphate-transporting ATPase']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['pstB', 'phoT', 'b3725', 'JW3703']",1
P0AF01,1092,['Molybdenum transport system permease protein ModB'],"The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['modB', 'chlJ', 'b0764', 'JW0747']",1
P09833,1093,['Molybdenum import ATP-binding protein ModC'],"The complex is composed of two ATP-binding proteins (ModC), two transmembrane proteins (ModB) and a solute-binding protein (ModA).","['modC', 'chlD', 'narD', 'b0765', 'JW0748']",1
P37355,1094,"['2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase', 'SHCHC synthase']",Monomer.,"['menH', 'yfbB', 'b2263', 'JW2258']",1
P0AG78,1095,['Sulfate-binding protein'],Monomer.,"['sbp', 'b3917', 'JW3888']",1
P07654,1096,['Phosphate transport system permease protein PstA'],Monomer.,"['pstA', 'phoT', 'b3726', 'JW3704']",1
P0AEA8,1097,['Siroheme synthase'],Monomer.,"['cysG', 'b3368', 'JW3331']",1
P0AG82,1098,"['Phosphate-binding protein PstS', 'PBP']","The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS).","['pstS', 'phoS', 'b3728', 'JW3706']",1
P15770,1099,['Shikimate dehydrogenase (NADP(+))'],Monomer or homodimer.,"['aroE', 'b3281', 'JW3242']",1
P0AGH8,1100,['Phosphate transport system permease protein PstC'],Monomer or homodimer.,"['pstC', 'phoW', 'b3727', 'JW3705']",1
P16700,1101,['Thiosulfate-binding protein'],"The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP).","['cysP', 'b2425', 'JW2418']",1
Q46810,1102,"['Molybdenum cofactor cytidylyltransferase', 'MoCo cytidylyltransferase', 'CTP:molybdopterin cytidylyltransferase', 'Mo-MPT cytidylyltransferase', 'Molybdopterin cytidylyltransferase', 'Molybdopterin-cytosine dinucleotide synthase', 'MCD synthase']",Monomer. Interacts with the Moco-binding chaperone PaoD.,"['mocA', 'ygfJ', 'b2877', 'JW2845']",1
P31057,1103,['3-methyl-2-oxobutanoate hydroxymethyltransferase'],Homodecamer; pentamer of dimers.,"['panB', 'b0134', 'JW0130']",10
P0A6E1,1104,"['Shikimate kinase 2', 'SK 2']",Monomer.,"['aroL', 'b0388', 'JW0379']",1
P0AF03,1105,"['Molybdopterin adenylyltransferase', 'MPT adenylyltransferase']",Homotrimer. Interacts with MoeA and MobB in vivo.,"['mog', 'chlG', 'mogA', 'yaaG', 'b0009', 'JW0008']",3
P0A921,1106,"['Phospholipase A1', 'Detergent-resistant phospholipase A', 'DR-phospholipase A', 'Outer membrane phospholipase A']","Homodimer; dimerization is reversible, and the dimeric form is the active one.","['pldA', 'b3821', 'JW3794']",2
P0A6D7,1107,"['Shikimate kinase 1', 'SK 1']",Monomer.,"['aroK', 'b3390', 'JW5947']",1
P24175,1108,"['Phosphomannomutase', 'PMM']",Monomer.,"['manB', 'cpsG', 'rfbL', 'b2048', 'JW2033']",1
P76577,1109,['Penicillin-binding protein 1C'],Monomer.,"['pbpC', 'yfgN', 'b2519', 'JW2503']",1
P00935,1110,"['Cystathionine gamma-synthase', 'CGS']",Homotetramer.,"['metB', 'b3939', 'JW3910']",4
P13001,1111,"['Pimeloyl-[acyl-carrier protein] methyl ester esterase', 'Biotin synthesis protein BioH', 'Carboxylesterase BioH']",Monomer.,"['bioH', 'bioB', 'b3412', 'JW3375']",1
P76350,1112,['Shikimate transporter'],Monomer.,"['shiA', 'yeeM', 'b1981', 'JW1962']",1
P0AF16,1113,['Lipid II flippase MurJ'],Monomer.,"['murJ', 'mviN', 'yceN', 'b1069', 'JW1056']",1
P0AFR2,1114,['C4-dicarboxylic acid transporter DauA'],"Interacts via the C-terminal cytoplasmic STAS domain with acyl-carrier protein (ACP), an essential component of the fatty acid biosynthesis (FAB) pathway. It also copurifies with proteins involved in fatty acid metabolism.","['dauA', 'ychM', 'b1206', 'JW5189']",1
P30749,1115,"['Molybdopterin synthase catalytic subunit', 'MPT synthase subunit 2', 'Molybdenum cofactor biosynthesis protein E', 'Molybdopterin-converting factor large subunit', 'Molybdopterin-converting factor subunit 2']",Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis.,"['moaE', 'chlA5', 'b0785', 'JW0768']",2
P0A6I3,1116,"['Pantothenate kinase', 'Pantothenic acid kinase', 'Rts protein']",Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis.,"['coaA', 'panK', 'rts', 'b3974', 'JW3942']",2
P0A951,1117,"['Spermidine N(1)-acetyltransferase', 'SAT']","Homododecamer (PubMed:31205017). Ligand-free SpeG forms closed symmetric dodecamers in the crystal and open asymmetric dodecamers in solution (PubMed:31205017). In the absence of ligand, also exists in solution as hexamers and tetramers, but not dimers (PubMed:23908034, PubMed:31205017, PubMed:8077207). Can interact with the DNA-binding carboxyl domain of RcsB in the presence or absence of spermidine (PubMed:30562360).","['speG', 'b1584', 'JW1576']",12
P16256,1118,['Sodium/pantothenate symporter'],"Homododecamer (PubMed:31205017). Ligand-free SpeG forms closed symmetric dodecamers in the crystal and open asymmetric dodecamers in solution (PubMed:31205017). In the absence of ligand, also exists in solution as hexamers and tetramers, but not dimers (PubMed:23908034, PubMed:31205017, PubMed:8077207). Can interact with the DNA-binding carboxyl domain of RcsB in the presence or absence of spermidine (PubMed:30562360).","['panF', 'b3258', 'JW3226']",12
P12282,1119,"['Molybdopterin-synthase adenylyltransferase', 'MoaD protein adenylase', 'Molybdopterin-converting factor subunit 1 adenylase', 'Sulfur carrier protein MoaD adenylyltransferase']",Homodimer. Forms a stable heterotetrameric complex of 2 MoeB and 2 MoaD during adenylation of MoaD.,"['moeB', 'chlN', 'b0826', 'JW0810']",2
P75894,1120,['Probable malonic semialdehyde reductase RutE'],Homodimer. Forms a stable heterotetrameric complex of 2 MoeB and 2 MoaD during adenylation of MoaD.,"['rutE', 'ycdI', 'b1008', 'JW0993']",2
P69212,1121,['Spermidine export protein MdtJ'],Forms a complex with MdtI.,"['mdtJ', 'ydgF', 'b1600', 'JW1592']",1
P0AFQ5,1122,"['3-aminoacrylate deaminase RutC', '3-AA deaminase']",Homotrimer.,"['rutC', 'ycdK', 'b1010', 'JW0995']",3
P69210,1123,['Spermidine export protein MdtI'],Forms a complex with MdtJ.,"['mdtI', 'ydgE', 'b1599', 'JW1591']",1
P52647,1124,['Probable pyruvate-flavodoxin oxidoreductase'],Forms a complex with MdtJ.,"['ydbK', 'b1378', 'JW1372']",1
P24186,1125,['Bifunctional protein FolD'],Homodimer.,"['folD', 'ads', 'b0529', 'JW0518']",2
P0AGD3,1126,['Superoxide dismutase [Fe]'],Homodimer.,"['sodB', 'b1656', 'JW1648']",2
P0AEZ1,1127,"['5,10-methylenetetrahydrofolate reductase', 'MTHFR']",Homotetramer.,"['metF', 'b3941', 'JW3913']",4
P07003,1128,"['Pyruvate dehydrogenase [ubiquinone]', 'Pyruvate oxidase', 'POX', 'Pyruvate:ubiquinone-8 oxidoreductase']",Homotetramer.,"['poxB', 'b0871', 'JW0855']",4
P00448,1129,['Superoxide dismutase [Mn]'],Homodimer.,"['sodA', 'b3908', 'JW3879']",2
P0AFL6,1130,"['Exopolyphosphatase', 'ExopolyPase']",Homodimer.,"['ppx', 'b2502', 'JW2487']",2
P40874,1131,"['N-methyl-L-tryptophan oxidase', 'MTOX']",Monomer.,"['solA', 'b1059', 'JW1046']",1
P0AGD1,1132,['Superoxide dismutase [Cu-Zn]'],Monomer.,"['sodC', 'b1646', 'JW1638']",1
P15042,1133,['DNA ligase'],Monomer.,"['ligA', 'dnaL', 'lig', 'lop', 'pdeC', 'b2411', 'JW2403']",1
P0A7A9,1134,['Inorganic pyrophosphatase'],Homohexamer.,"['ppa', 'b4226', 'JW4185']",6
P07117,1135,"['Sodium/proline symporter', 'Proline carrier', 'Proline permease', 'Propionate transporter']",Has been isolated from inner membrane preparations as a homodimer.,"['putP', 'b1015', 'JW1001']",1
P76149,1136,['Succinate semialdehyde dehydrogenase [NAD(P)+] Sad'],Homodimer.,"['sad', 'yneI', 'b1525', 'JW5247']",2
P32664,1137,"['NAD-capped RNA hydrolase NudC', 'DeNADding enzyme NudC']",Homodimer.,"['nudC', 'yjaD', 'b3996', 'JW5548']",2
P25526,1138,"['Succinate-semialdehyde dehydrogenase [NADP(+)] GabD', 'SSDH']",Homotetramer.,"['gabD', 'b2661', 'JW2636']",4
P00393,1139,"['Type II NADH:quinone oxidoreductase', 'Cupric reductase', 'NADH dehydrogenase-2']",Monomer (PubMed:7020757). Forms a supercomplex with the NADH:quinone oxidoreductase NDH-1 in the aerobic respiratory chain (PubMed:21040753).,"['ndh', 'b1109', 'JW1095']",1
P0ACB2,1140,['Delta-aminolevulinic acid dehydratase'],Homooctamer.,"['hemB', 'ncf', 'b0369', 'JW0361']",8
P37353,1141,['2-succinylbenzoate--CoA ligase'],Homooctamer.,"['menE', 'b2260', 'JW2255']",8
P00864,1142,['Phosphoenolpyruvate carboxylase'],Homotetramer.,"['ppc', 'glu', 'b3956', 'JW3928']",4
P29208,1143,"['o-succinylbenzoate synthase', ""4-(2'-carboxyphenyl)-4-oxybutyric acid synthase"", 'o-succinylbenzoic acid synthase']",Homotetramer.,"['menC', 'b2261', 'JW2256']",4
P0ABQ0,1144,"['Coenzyme A biosynthesis bifunctional protein CoaBC', 'DNA/pantothenate metabolism flavoprotein', 'Phosphopantothenoylcysteine synthetase/decarboxylase', 'PPCS-PPCDC']","Homododecamer (PubMed:10922366, PubMed:11358972). The CoaC domain is responsible for dodecamer formation (PubMed:11358972). The CoaB domain forms homodimers (PubMed:12140293).","['coaBC', 'dfp', 'b3639', 'JW5642']",12
P0AFC7,1145,"['NADH-quinone oxidoreductase subunit B', 'NADH dehydrogenase I subunit B', 'NDH-1 subunit B', 'NUO2']","NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex.","['nuoB', 'b2287', 'JW5875']",1
P07014,1146,['Succinate dehydrogenase iron-sulfur subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. The complex forms trimers.","['sdhB', 'b0724', 'JW0714']",3
P0AFC3,1147,"['NADH-quinone oxidoreductase subunit A', 'NADH dehydrogenase I subunit A', 'NDH-1 subunit A', 'NUO1']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoA', 'b2288', 'JW2283']",1
P0AC41,1148,['Succinate dehydrogenase flavoprotein subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. The complex forms trimers. Can be cross-linked to SdhE (PubMed:26644464).","['sdhA', 'b0723', 'JW0713']",3
P69054,1149,"['Succinate dehydrogenase cytochrome b556 subunit', 'Cytochrome b-556']","Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers.","['sdhC', 'cybA', 'b0721', 'JW0711']",1
P22259,1150,['Phosphoenolpyruvate carboxykinase (ATP)'],Monomer.,"['pckA', 'pck', 'b3403', 'JW3366']",1
P0AC44,1151,['Succinate dehydrogenase hydrophobic membrane anchor subunit'],"Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers.","['sdhD', 'b0722', 'JW0712']",1
P52043,1152,['Propanoyl-CoA:succinate CoA transferase'],"Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers.","['scpC', 'ygfH', 'b2920', 'JW2887']",1
P0AFF0,1153,"['NADH-quinone oxidoreductase subunit N', 'NADH dehydrogenase I subunit N', 'NDH-1 subunit N', 'NUO14']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoN', 'b2276', 'JW2271']",1
P0AGE9,1154,['Succinate--CoA ligase [ADP-forming] subunit alpha'],Heterotetramer of two alpha and two beta subunits.,"['sucD', 'b0729', 'JW0718']",2
P0A7B1,1155,"['Polyphosphate kinase', 'ATP-polyphosphate phosphotransferase', 'Polyphosphoric acid kinase']","Homotetramer (PubMed:1331061). Dimer of dimers (PubMed:10660553, PubMed:15947782). The diverse functions of this enzyme involve different subunit organizations and conformations (PubMed:10660553).","['ppk', 'b2501', 'JW2486']",4
P0AFE0,1156,"['NADH-quinone oxidoreductase subunit J', 'NADH dehydrogenase I subunit J', 'NDH-1 subunit J', 'NUO10']","Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoJ', 'b2280', 'JW2275']",1
P0A836,1157,['Succinate--CoA ligase [ADP-forming] subunit beta'],Heterotetramer of two alpha and two beta subunits.,"['sucC', 'b0728', 'JW0717']",2
P31979,1158,"['NADH-quinone oxidoreductase subunit F', 'NADH dehydrogenase I subunit F', 'NDH-1 subunit F', 'NUO6']","Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['nuoF', 'b2284', 'JW2279']",1
P0A6K6,1159,"['Phosphopentomutase', 'Phosphodeoxyribomutase', 'Phosphoribomutase']","Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['deoB', 'drm', 'thyR', 'b4383', 'JW4346']",1
P0A6L7,1160,"['Altronate oxidoreductase', 'Tagaturonate dehydrogenase', 'Tagaturonate reductase']","Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['uxaB', 'b1521', 'JW1514']",1
P33607,1161,"['NADH-quinone oxidoreductase subunit L', 'NADH dehydrogenase I subunit L', 'NDH-1 subunit L', 'NUO12']","Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoL', 'b2278', 'JW2273']",1
P0A867,1162,['Transaldolase A'],Homodimer.,"['talA', 'b2464', 'JW2448']",2
P33602,1163,"['NADH-quinone oxidoreductase subunit G', 'NADH dehydrogenase I subunit G', 'NDH-1 subunit G', 'NUO7']","Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['nuoG', 'b2283', 'JW2278']",1
P45549,1164,['Uncharacterized protein YhfW'],"Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['yhfW', 'b3380', 'JW3343']",1
P0A870,1165,['Transaldolase B'],Homodimer.,"['talB', 'yaaK', 'b0008', 'JW0007']",2
P0AFE4,1166,"['NADH-quinone oxidoreductase subunit K', 'NADH dehydrogenase I subunit K', 'NDH-1 subunit K', 'NUO11']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoK', 'b2279', 'JW2274']",1
P0AFE8,1167,"['NADH-quinone oxidoreductase subunit M', 'NADH dehydrogenase I subunit M', 'NDH-1 subunit M', 'NUO13']","Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoM', 'b2277', 'JW2272']",1
P0AFD6,1168,"['NADH-quinone oxidoreductase subunit I', 'NADH dehydrogenase I subunit I', 'NDH-1 subunit I', 'NUO9']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex (By similarity).","['nuoI', 'b2281', 'JW2276']",1
P0AFD4,1169,"['NADH-quinone oxidoreductase subunit H', 'NADH dehydrogenase I subunit H', 'NDH-1 subunit H', 'NUO8']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoH', 'b2282', 'JW2277']",1
P0ACB4,1170,"['Protoporphyrinogen IX dehydrogenase [quinone]', 'Protoporphyrinogen IX dehydrogenase [menaquinone]', 'Protoporphyrinogen IX dehydrogenase [ubiquinone]', 'Protoporphyrinogen oxidase', 'PPO']",Homotetramer (Probable). Homohexamer. Purified from membrane fractions associated with fumarate reductase (subunit FrdA) (PubMed:20484676).,"['hemG', 'yihB', 'b3850', 'JW3827']",4
Q47142,1171,['Probable 3-phenylpropionic acid transporter'],Homotetramer (Probable). Homohexamer. Purified from membrane fractions associated with fumarate reductase (subunit FrdA) (PubMed:20484676).,"['hcaT', 'yfhS', 'b2536', 'JW2520']",4
P05847,1172,"['L(+)-tartrate dehydratase subunit alpha', 'L-TTD alpha']",Tetramer of two alpha and two beta subunits.,"['ttdA', 'ygjA', 'b3061', 'JW3033']",2
P23538,1173,"['Phosphoenolpyruvate synthase', 'PEP synthase']",Homodimer.,"['ppsA', 'pps', 'b1702', 'JW1692']",2
P00634,1174,"['Alkaline phosphatase', 'APase']","Isozymes 1 and 3 are a dimer of identical chains, isozyme 2 is a dimer of heterogeneous chains, one of each of the subunits from isozymes 1 and 3.","['phoA', 'b0383', 'JW0374']",1
P0AFD1,1175,"['NADH-quinone oxidoreductase subunit E', 'NADH dehydrogenase I subunit E', 'NDH-1 subunit E', 'NUO5']","Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['nuoE', 'b2285', 'JW2280']",1
P33599,1176,"['NADH-quinone oxidoreductase subunit C/D', 'NADH dehydrogenase I subunit C/D', 'NDH-1 subunit C/D', 'NUO3/NUO4']","NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex.","['nuoC', 'nuoCD', 'nuoD', 'b2286', 'JW5375']",1
P39414,1177,"['L-tartrate/succinate antiporter', 'Tartrate carrier', 'Tartrate transporter']","NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex.","['ttdT', 'ygjC', 'ygjE', 'b3063', 'JW3035']",1
P15640,1178,"['Phosphoribosylamine--glycine ligase', 'GARS', 'Glycinamide ribonucleotide synthetase', 'Phosphoribosylglycinamide synthetase']",Monomer.,"['purD', 'b4005', 'JW3969']",1
P08178,1179,"['Phosphoribosylformylglycinamidine cyclo-ligase', 'AIR synthase', 'AIRS', 'Phosphoribosyl-aminoimidazole synthetase']",Homodimer.,"['purM', 'purG', 'b2499', 'JW2484']",2
P06989,1180,['Histidine biosynthesis bifunctional protein HisIE'],Homodimer.,"['hisI', 'hisIE', 'b2026', 'JW2008']",2
A0A484YWF5,1181,['NAD kinase'],Homodimer.,"['ppnK', 'nadK', 'NCTC9001_06554']",2
P37610,1182,"['Alpha-ketoglutarate-dependent taurine dioxygenase', '2-aminoethanesulfonate dioxygenase', 'Sulfate starvation-induced protein 3', 'SSI3']","Homodimer (PubMed:11955067, PubMed:12741810, PubMed:9287300). Was later shown to be a homotetramer arranged as a dimer of two dimers (PubMed:22221834).","['tauD', 'ssiD', 'yaiG', 'b0368', 'JW0360']",2
P0AEY5,1183,['NADPH:quinone oxidoreductase MdaB'],Homodimer.,"['mdaB', 'mda66', 'b3028', 'JW2996']",2
P18843,1184,"['NH(3)-dependent NAD(+) synthetase', 'Nicotinamide adenine dinucleotide synthetase', 'NADS', 'Nitrogen regulatory protein']",Homodimer.,"['nadE', 'efg', 'ntrL', 'b1740', 'JW1729']",2
P0A7D7,1185,['Phosphoribosylaminoimidazole-succinocarboxamide synthase'],Homotrimer.,"['purC', 'b2476', 'JW2461']",3
P27832,1186,"['dTDP-fucosamine acetyltransferase', 'TDP-fucosamine acetyltransferase', 'dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase']",Homodimer.,"['wecD', 'rffC', 'yifH', 'b3790', 'JW5597']",2
P15254,1187,['Phosphoribosylformylglycinamidine synthase'],Monomer.,"['purL', 'purI', 'b2557', 'JW2541']",1
P0AB67,1188,"['NAD(P) transhydrogenase subunit beta', 'Nicotinamide nucleotide transhydrogenase subunit beta', 'Pyridine nucleotide transhydrogenase subunit beta']",Heterodimer of an alpha and a beta chain.,"['pntB', 'b1602', 'JW1594']",1
P27833,1189,"['dTDP-4-amino-4,6-dideoxygalactose transaminase']",Homotetramer.,"['wecE', 'rffA', 'yifI', 'b3791', 'JW3765']",4
P10371,1190,['1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase'],Monomer.,"['hisA', 'b2024', 'JW2006']",1
P27306,1191,"['Soluble pyridine nucleotide transhydrogenase', 'STH']",Homooligomer; probable homooctamer.,"['sthA', 'sth', 'udhA', 'b3962', 'JW5551']",8
Q46769,1192,"['dTDP-4-dehydrorhamnose reductase', 'dTDP-4-keto-L-rhamnose reductase', 'dTDP-6-deoxy-L-lyxo-4-hexulose reductase', 'dTDP-6-deoxy-L-mannose dehydrogenase', 'dTDP-L-rhamnose synthase']",Homodimer.,"['rfbD', 'rmlD']",2
P07001,1193,"['NAD(P) transhydrogenase subunit alpha', 'Nicotinamide nucleotide transhydrogenase subunit alpha', 'Pyridine nucleotide transhydrogenase subunit alpha']",Heterodimer of an alpha (PntA) and a beta (PntB) chain. Alpha subunit serves as the dimerization unit.,"['pntA', 'b1603', 'JW1595']",1
