reactions,metabolites,metabolitestotal,gpr,genes
RNDR3_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2509
RNDR3b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_3495
RNDR3b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR3b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR3b_num3,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR3b_num3,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_1598
RNDR3b_num3,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR3b_num4,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR3b_num4,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_0999
RNDR3b_num4,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR4_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2169
RNDR4_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2170
RNDR4_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2509
RNDR4b_num2,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR4b_num2,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_0999
RNDR4b_num2,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR4b_num3,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_3495
RNDR4b_num3,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR4b_num3,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR4b_num4,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR4b_num4,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_1598
RNDR4b_num4,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNTR1c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4093
RNTR1c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4094
RNTR1c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_2797
RNTR1c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_3793
RNTR1c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_0642
RNTR1c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_4094
RNTR1c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_2797
RNTR1c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_4094
PYDXPP_num2,pydx5p_c,pydx5p,ECDH1ME8569_3705,ECDH1ME8569_3705
PYDXPP_num3,pydx5p_c,pydx5p,ECDH1ME8569_0719,ECDH1ME8569_0719
PYDXtex_num2,pydx_e,pydx,ECDH1ME8569_0880,ECDH1ME8569_0880
PYDXtex_num3,pydx_e,pydx,ECDH1ME8569_1321,ECDH1ME8569_1321
PYDXtex_num4,pydx_e,pydx,ECDH1ME8569_0229,ECDH1ME8569_0229
PYK_num2,pep_c,pep,ECDH1ME8569_1620,ECDH1ME8569_1620
RNTR2c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4093
RNTR2c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4094
RNTR2c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_2797
RNTR2c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_3793
RNTR2c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_0642
RNTR2c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_4094
RNTR2c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_2797
RNTR2c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_4094
RNTR3c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4093
RNTR3c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4094
RNTR3c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_2797
RNTR3c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_3793
RNTR3c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_0642
RNTR3c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_4094
RNTR3c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_2797
RNTR3c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_4094
MPTG2_num2,murein5p5p_p,murein5p5p,ECDH1ME8569_0143 and ECDH1ME8569_1004,ECDH1ME8569_0143
MPTG2_num2,murein5p5p_p,murein5p5p,ECDH1ME8569_0143 and ECDH1ME8569_1004,ECDH1ME8569_1004
MPTG2_num2,uaagmda_c,uaagmda,ECDH1ME8569_0143 and ECDH1ME8569_1004,ECDH1ME8569_0143
MPTG2_num2,uaagmda_c,uaagmda,ECDH1ME8569_0143 and ECDH1ME8569_1004,ECDH1ME8569_1004
MPTG2_num3,murein5p5p_p,murein5p5p,ECDH1ME8569_1004 and ECDH1ME8569_2446,ECDH1ME8569_2446
MPTG2_num3,murein5p5p_p,murein5p5p,ECDH1ME8569_1004 and ECDH1ME8569_2446,ECDH1ME8569_1004
MPTG2_num3,uaagmda_c,uaagmda,ECDH1ME8569_1004 and ECDH1ME8569_2446,ECDH1ME8569_2446
MPTG2_num3,uaagmda_c,uaagmda,ECDH1ME8569_1004 and ECDH1ME8569_2446,ECDH1ME8569_1004
RNTR4c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4093
RNTR4c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_4094
RNTR4c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_2797
RNTR4c2_num2,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_3793 and ECDH1ME8569_4094 and ECDH1ME8569_4093,ECDH1ME8569_3793
RNTR4c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_0642
RNTR4c2_num3,flxr_c,flxr,ECDH1ME8569_0642 and ECDH1ME8569_4094,ECDH1ME8569_4094
RNTR4c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_2797
RNTR4c2_num4,flxr_c,flxr,ECDH1ME8569_2797 and ECDH1ME8569_4094,ECDH1ME8569_4094
RPE_num2,ru5p__D_c,ru5p__D,ECDH1ME8569_3265,ECDH1ME8569_3265
PYRtex_num2,pyr_e,pyr,ECDH1ME8569_0880,ECDH1ME8569_0880
PYRtex_num3,pyr_e,pyr,ECDH1ME8569_1321,ECDH1ME8569_1321
PYRtex_num4,pyr_e,pyr,ECDH1ME8569_2151,ECDH1ME8569_2151
RPI_num2,r5p_c,r5p,ECDH1ME8569_3949,ECDH1ME8569_3949
QUIN2tex_num2,quin_e,quin,ECDH1ME8569_1321,ECDH1ME8569_1321
QUIN2tex_num3,quin_e,quin,ECDH1ME8569_0229,ECDH1ME8569_0229
QUIN2tex_num4,quin_e,quin,ECDH1ME8569_0880,ECDH1ME8569_0880
SERt2rpp_num2,ser__L_p,ser__L,ECDH1ME8569_3009,ECDH1ME8569_3009
MSAR_num2,msa_c,msa,ECDH1ME8569_1482,ECDH1ME8569_1482
SBTtex_num2,sbt__D_e,sbt__D,ECDH1ME8569_0880,ECDH1ME8569_0880
SBTtex_num3,sbt__D_e,sbt__D,ECDH1ME8569_1321,ECDH1ME8569_1321
SBTtex_num4,sbt__D_e,sbt__D,ECDH1ME8569_2151,ECDH1ME8569_2151
SERtex_num2,ser__L_e,ser__L,ECDH1ME8569_0880,ECDH1ME8569_0880
SERtex_num3,ser__L_e,ser__L,ECDH1ME8569_1321,ECDH1ME8569_1321
SERtex_num4,ser__L_e,ser__L,ECDH1ME8569_2151,ECDH1ME8569_2151
SFGTHi_num2,Sfglutth_c,Sfglutth,ECDH1ME8569_0342,ECDH1ME8569_0342
SHK3Dr_num2,3dhsk_c,3dhsk,ECDH1ME8569_3160,ECDH1ME8569_3160
SELtex_num2,sel_e,sel,ECDH1ME8569_0880,ECDH1ME8569_0880
SELtex_num3,sel_e,sel,ECDH1ME8569_2151,ECDH1ME8569_2151
SELtex_num4,sel_e,sel,ECDH1ME8569_0229,ECDH1ME8569_0229
SHKK_num2,skm_c,skm,ECDH1ME8569_0374,ECDH1ME8569_0374
SERD_L_num2,ser__L_c,ser__L,ECDH1ME8569_1759,ECDH1ME8569_1759
SERD_L_num3,ser__L_c,ser__L,ECDH1ME8569_1759,ECDH1ME8569_1759
SERD_L_num4,ser__L_c,ser__L,ECDH1ME8569_3596,ECDH1ME8569_3596
THRD_L_num2,thr__L_c,thr__L,ECDH1ME8569_3653,ECDH1ME8569_3653
THRPtex_num2,thrp_e,thrp,ECDH1ME8569_0880,ECDH1ME8569_0880
THRPtex_num3,thrp_e,thrp,ECDH1ME8569_1321,ECDH1ME8569_1321
THRPtex_num4,thrp_e,thrp,ECDH1ME8569_2151,ECDH1ME8569_2151
SKMtex_num2,skm_e,skm,ECDH1ME8569_0880,ECDH1ME8569_0880
SKMtex_num3,skm_e,skm,ECDH1ME8569_1321,ECDH1ME8569_1321
SKMtex_num4,skm_e,skm,ECDH1ME8569_2151,ECDH1ME8569_2151
SLNTtex_num2,slnt_e,slnt,ECDH1ME8569_0880,ECDH1ME8569_0880
SLNTtex_num3,slnt_e,slnt,ECDH1ME8569_2151,ECDH1ME8569_2151
SLNTtex_num4,slnt_e,slnt,ECDH1ME8569_0229,ECDH1ME8569_0229
SPMDabcpp_num2,spmd_p,spmd,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1385
SPMDabcpp_num2,spmd_p,spmd,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1383
SPMDabcpp_num2,spmd_p,spmd,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1386
SPMDabcpp_num2,spmd_p,spmd,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1384
THRt2pp_num2,thr__L_c,thr__L,ECDH1ME8569_3702,ECDH1ME8569_3702
THRtex_num2,thr__L_e,thr__L,ECDH1ME8569_0880,ECDH1ME8569_0880
THRtex_num3,thr__L_e,thr__L,ECDH1ME8569_1321,ECDH1ME8569_1321
THRtex_num4,thr__L_e,thr__L,ECDH1ME8569_2151,ECDH1ME8569_2151
SPMDtex_num2,spmd_e,spmd,ECDH1ME8569_0880,ECDH1ME8569_0880
SPMDtex_num3,spmd_e,spmd,ECDH1ME8569_1321,ECDH1ME8569_1321
SPMDtex_num4,spmd_e,spmd,ECDH1ME8569_2151,ECDH1ME8569_2151
THYMtex_num2,thym_e,thym,ECDH1ME8569_1321,ECDH1ME8569_1321
THYMtex_num3,thym_e,thym,ECDH1ME8569_2151,ECDH1ME8569_2151
THYMtex_num4,thym_e,thym,ECDH1ME8569_0229,ECDH1ME8569_0229
SUCRtex_num2,sucr_e,sucr,ECDH1ME8569_0880,ECDH1ME8569_0880
SUCRtex_num3,sucr_e,sucr,ECDH1ME8569_1321,ECDH1ME8569_1321
SUCRtex_num4,sucr_e,sucr,ECDH1ME8569_2151,ECDH1ME8569_2151
TMAOtex_num2,tmao_e,tmao,ECDH1ME8569_0880,ECDH1ME8569_0880
TMAOtex_num3,tmao_e,tmao,ECDH1ME8569_1321,ECDH1ME8569_1321
TMAOtex_num4,tmao_e,tmao,ECDH1ME8569_2151,ECDH1ME8569_2151
TMAtex_num2,tma_e,tma,ECDH1ME8569_0880,ECDH1ME8569_0880
TMAtex_num3,tma_e,tma,ECDH1ME8569_1321,ECDH1ME8569_1321
TMAtex_num4,tma_e,tma,ECDH1ME8569_2151,ECDH1ME8569_2151
SSALy_num2,sucsal_c,sucsal,ECDH1ME8569_1468,ECDH1ME8569_1468
SUCASPtpp_num2,asp__L_p,asp__L,ECDH1ME8569_3982,ECDH1ME8569_3982
SUCASPtpp_num2,succ_c,succ,ECDH1ME8569_3982,ECDH1ME8569_3982
SUCASPtpp_num3,asp__L_p,asp__L,ECDH1ME8569_o0007,ECDH1ME8569_o0007
SUCASPtpp_num3,succ_c,succ,ECDH1ME8569_o0007,ECDH1ME8569_o0007
SUCCt2_3pp_num2,succ_p,succ,ECDH1ME8569_3996,ECDH1ME8569_3996
SUCCtex_num2,succ_e,succ,ECDH1ME8569_0880,ECDH1ME8569_0880
SUCCtex_num3,succ_e,succ,ECDH1ME8569_1321,ECDH1ME8569_1321
SUCCtex_num4,succ_e,succ,ECDH1ME8569_2151,ECDH1ME8569_2151
SUCFUMtpp_num2,fum_p,fum,ECDH1ME8569_o0007,ECDH1ME8569_o0007
SUCFUMtpp_num2,succ_c,succ,ECDH1ME8569_o0007,ECDH1ME8569_o0007
SUCFUMtpp_num3,fum_p,fum,ECDH1ME8569_3996,ECDH1ME8569_3996
SUCFUMtpp_num3,succ_c,succ,ECDH1ME8569_3996,ECDH1ME8569_3996
SUCMALtpp_num2,mal__L_p,mal__L,ECDH1ME8569_3982,ECDH1ME8569_3982
SUCMALtpp_num2,succ_c,succ,ECDH1ME8569_3982,ECDH1ME8569_3982
SUCMALtpp_num3,mal__L_p,mal__L,ECDH1ME8569_o0007,ECDH1ME8569_o0007
SUCMALtpp_num3,succ_c,succ,ECDH1ME8569_o0007,ECDH1ME8569_o0007
TRDR_num2,trdox_c,trdox,ECDH1ME8569_0839 and ECDH1ME8569_2509,ECDH1ME8569_2509
TRDR_num2,trdox_c,trdox,ECDH1ME8569_0839 and ECDH1ME8569_2509,ECDH1ME8569_0839
TSULabcpp_num2,tsul_p,tsul,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_2356
TSULabcpp_num2,tsul_p,tsul,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_2357
TSULabcpp_num2,tsul_p,tsul,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_3786
TSULabcpp_num2,tsul_p,tsul,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_2358
TSULtex_num2,tsul_e,tsul,ECDH1ME8569_0880,ECDH1ME8569_0880
TSULtex_num3,tsul_e,tsul,ECDH1ME8569_1321,ECDH1ME8569_1321
TSULtex_num4,tsul_e,tsul,ECDH1ME8569_2151,ECDH1ME8569_2151
TTRCYCtex_num2,ttrcyc_e,ttrcyc,ECDH1ME8569_2151,ECDH1ME8569_2151
TTRCYCtex_num3,ttrcyc_e,ttrcyc,ECDH1ME8569_0880,ECDH1ME8569_0880
TTRCYCtex_num4,ttrcyc_e,ttrcyc,ECDH1ME8569_0229,ECDH1ME8569_0229
TREtex_num2,tre_e,tre,ECDH1ME8569_0880,ECDH1ME8569_0880
TREtex_num3,tre_e,tre,ECDH1ME8569_1321,ECDH1ME8569_1321
TREtex_num4,tre_e,tre,ECDH1ME8569_2151,ECDH1ME8569_2151
TUNGStex_num2,tungs_e,tungs,ECDH1ME8569_1321,ECDH1ME8569_1321
TUNGStex_num3,tungs_e,tungs,ECDH1ME8569_0229,ECDH1ME8569_0229
TUNGStex_num4,tungs_e,tungs,ECDH1ME8569_0880,ECDH1ME8569_0880
TYMtex_num2,tym_e,tym,ECDH1ME8569_0880,ECDH1ME8569_0880
TYMtex_num3,tym_e,tym,ECDH1ME8569_1321,ECDH1ME8569_1321
TYMtex_num4,tym_e,tym,ECDH1ME8569_2151,ECDH1ME8569_2151
TYRPtex_num2,tyrp_e,tyrp,ECDH1ME8569_0229,ECDH1ME8569_0229
TYRPtex_num3,tyrp_e,tyrp,ECDH1ME8569_0880,ECDH1ME8569_0880
TYRPtex_num4,tyrp_e,tyrp,ECDH1ME8569_1321,ECDH1ME8569_1321
TRPt2rpp_num2,trp__L_p,trp__L,ECDH1ME8569_o0073,ECDH1ME8569_o0073
TRPt2rpp_num3,trp__L_p,trp__L,ECDH1ME8569_1416,ECDH1ME8569_1416
TRPt2rpp_num4,trp__L_p,trp__L,ECDH1ME8569_0106,ECDH1ME8569_0106
TRPtex_num2,trp__L_e,trp__L,ECDH1ME8569_0880,ECDH1ME8569_0880
TRPtex_num3,trp__L_e,trp__L,ECDH1ME8569_1321,ECDH1ME8569_1321
TRPtex_num4,trp__L_e,trp__L,ECDH1ME8569_2151,ECDH1ME8569_2151
TRSARr_num2,2h3oppan_c,2h3oppan,ECDH1ME8569_3016,ECDH1ME8569_3016
TYRTA_num2,akg_c,akg,ECDH1ME8569_0879,ECDH1ME8569_0879
TYRTA_num2,tyr__L_c,tyr__L,ECDH1ME8569_0879,ECDH1ME8569_0879
UDPGtex_num2,udpg_e,udpg,ECDH1ME8569_0880,ECDH1ME8569_0880
UDPGtex_num3,udpg_e,udpg,ECDH1ME8569_1321,ECDH1ME8569_1321
UDPGtex_num4,udpg_e,udpg,ECDH1ME8569_2151,ECDH1ME8569_2151
SULFACtex_num2,sulfac_e,sulfac,ECDH1ME8569_2151,ECDH1ME8569_2151
SULFACtex_num3,sulfac_e,sulfac,ECDH1ME8569_0229,ECDH1ME8569_0229
SULFACtex_num4,sulfac_e,sulfac,ECDH1ME8569_0880,ECDH1ME8569_0880
TYRt2rpp_num2,tyr__L_p,tyr__L,ECDH1ME8569_1850,ECDH1ME8569_1850
TYRt2rpp_num3,tyr__L_p,tyr__L,ECDH1ME8569_0106,ECDH1ME8569_0106
TYRt2rpp_num4,tyr__L_p,tyr__L,ECDH1ME8569_0544,ECDH1ME8569_0544
TYRtex_num2,tyr__L_e,tyr__L,ECDH1ME8569_0880,ECDH1ME8569_0880
TYRtex_num3,tyr__L_e,tyr__L,ECDH1ME8569_1321,ECDH1ME8569_1321
TYRtex_num4,tyr__L_e,tyr__L,ECDH1ME8569_2151,ECDH1ME8569_2151
UACGAMtex_num2,uacgam_e,uacgam,ECDH1ME8569_0880,ECDH1ME8569_0880
UACGAMtex_num3,uacgam_e,uacgam,ECDH1ME8569_1321,ECDH1ME8569_1321
UACGAMtex_num4,uacgam_e,uacgam,ECDH1ME8569_2151,ECDH1ME8569_2151
UPP3MT_num2,amet_c,amet,ECDH1ME8569_3248,ECDH1ME8569_3248
UPP3MT_num2,uppg3_c,uppg3,ECDH1ME8569_3248,ECDH1ME8569_3248
UDCPDP_num2,udcpdp_c,udcpdp,ECDH1ME8569_1219,ECDH1ME8569_1219
UDCPDP_num3,udcpdp_c,udcpdp,ECDH1ME8569_2954,ECDH1ME8569_2954
UDCPDPpp_num2,udcpdp_p,udcpdp,ECDH1ME8569_2954,ECDH1ME8569_2954
UDCPDPpp_num3,udcpdp_p,udcpdp,ECDH1ME8569_0793,ECDH1ME8569_0793
URAtex_num2,ura_e,ura,ECDH1ME8569_0880,ECDH1ME8569_0880
URAtex_num3,ura_e,ura,ECDH1ME8569_1321,ECDH1ME8569_1321
URAtex_num4,ura_e,ura,ECDH1ME8569_2151,ECDH1ME8569_2151
UDPACGALtex_num2,udpacgal_e,udpacgal,ECDH1ME8569_0880,ECDH1ME8569_0880
UDPACGALtex_num3,udpacgal_e,udpacgal,ECDH1ME8569_1321,ECDH1ME8569_1321
UDPACGALtex_num4,udpacgal_e,udpacgal,ECDH1ME8569_2151,ECDH1ME8569_2151
UDPGALtex_num2,udpgal_e,udpgal,ECDH1ME8569_0880,ECDH1ME8569_0880
UDPGALtex_num3,udpgal_e,udpgal,ECDH1ME8569_1321,ECDH1ME8569_1321
UDPGALtex_num4,udpgal_e,udpgal,ECDH1ME8569_2151,ECDH1ME8569_2151
UDPGLCURtex_num2,udpglcur_e,udpglcur,ECDH1ME8569_0880,ECDH1ME8569_0880
UDPGLCURtex_num3,udpglcur_e,udpglcur,ECDH1ME8569_1321,ECDH1ME8569_1321
UDPGLCURtex_num4,udpglcur_e,udpglcur,ECDH1ME8569_2151,ECDH1ME8569_2151
UREAtex_num2,urea_e,urea,ECDH1ME8569_0880,ECDH1ME8569_0880
UREAtex_num3,urea_e,urea,ECDH1ME8569_1321,ECDH1ME8569_1321
UREAtex_num4,urea_e,urea,ECDH1ME8569_2151,ECDH1ME8569_2151
URIH_num2,uri_c,uri,ECDH1ME8569_0620,ECDH1ME8569_0620
URIH_num3,uri_c,uri,ECDH1ME8569_0027,ECDH1ME8569_0027
TALA_num2,g3p_c,g3p,ECDH1ME8569_0008,ECDH1ME8569_0008
TALA_num2,s7p_c,s7p,ECDH1ME8569_0008,ECDH1ME8569_0008
URIt2pp_copy1_num2,uri_p,uri,ECDH1ME8569_2864,ECDH1ME8569_2864
XTSNtex_num2,xtsn_e,xtsn,ECDH1ME8569_0880,ECDH1ME8569_0880
XTSNtex_num3,xtsn_e,xtsn,ECDH1ME8569_1321,ECDH1ME8569_1321
XTSNtex_num4,xtsn_e,xtsn,ECDH1ME8569_2151,ECDH1ME8569_2151
XYLK_num2,xylu__D_c,xylu__D,ECDH1ME8569_3445,ECDH1ME8569_3445
XYLK2_num2,xylu__L_c,xylu__L,ECDH1ME8569_3461,ECDH1ME8569_3461
VALt2rpp_num2,val__L_p,val__L,ECDH1ME8569_2599 and ECDH1ME8569_2598,ECDH1ME8569_2598
VALt2rpp_num2,val__L_p,val__L,ECDH1ME8569_2599 and ECDH1ME8569_2598,ECDH1ME8569_2599
VALtex_num2,val__L_e,val__L,ECDH1ME8569_0880,ECDH1ME8569_0880
VALtex_num3,val__L_e,val__L,ECDH1ME8569_1321,ECDH1ME8569_1321
VALtex_num4,val__L_e,val__L,ECDH1ME8569_2151,ECDH1ME8569_2151
TARTRDtex_num2,tartr__D_e,tartr__D,ECDH1ME8569_2151,ECDH1ME8569_2151
TARTRDtex_num3,tartr__D_e,tartr__D,ECDH1ME8569_0229,ECDH1ME8569_0229
TARTRDtex_num4,tartr__D_e,tartr__D,ECDH1ME8569_0880,ECDH1ME8569_0880
XYLUtex_num2,xylu__L_e,xylu__L,ECDH1ME8569_0880,ECDH1ME8569_0880
XYLUtex_num3,xylu__L_e,xylu__L,ECDH1ME8569_1321,ECDH1ME8569_1321
XYLUtex_num4,xylu__L_e,xylu__L,ECDH1ME8569_2151,ECDH1ME8569_2151
XYLtex_num2,xyl__D_e,xyl__D,ECDH1ME8569_0880,ECDH1ME8569_0880
XYLtex_num3,xyl__D_e,xyl__D,ECDH1ME8569_1321,ECDH1ME8569_1321
XYLtex_num4,xyl__D_e,xyl__D,ECDH1ME8569_2151,ECDH1ME8569_2151
XANt2pp_num2,xan_p,xan,ECDH1ME8569_2785,ECDH1ME8569_2785
XANtex_num2,xan_e,xan,ECDH1ME8569_0880,ECDH1ME8569_0880
XANtex_num3,xan_e,xan,ECDH1ME8569_1321,ECDH1ME8569_1321
XANtex_num4,xan_e,xan,ECDH1ME8569_2151,ECDH1ME8569_2151
TARTRtex_num2,tartr__L_e,tartr__L,ECDH1ME8569_0880,ECDH1ME8569_0880
TARTRtex_num3,tartr__L_e,tartr__L,ECDH1ME8569_1321,ECDH1ME8569_1321
TARTRtex_num4,tartr__L_e,tartr__L,ECDH1ME8569_2151,ECDH1ME8569_2151
DRIBtex_num2,drib_e,drib,EcDH1_2269,EcDH1_2269
DRIBtex_num3,drib_e,drib,EcDH1_1443,EcDH1_1443
TAURtex_num2,taur_e,taur,ECDH1ME8569_0880,ECDH1ME8569_0880
TAURtex_num3,taur_e,taur,ECDH1ME8569_1321,ECDH1ME8569_1321
TAURtex_num4,taur_e,taur,ECDH1ME8569_2151,ECDH1ME8569_2151
ICITtex_num2,icit_e,icit,EcDH1_2269,EcDH1_2269
ICITtex_num3,icit_e,icit,EcDH1_1443,EcDH1_1443
TCYNTtex_num2,tcynt_e,tcynt,ECDH1ME8569_0880,ECDH1ME8569_0880
TCYNTtex_num3,tcynt_e,tcynt,ECDH1ME8569_1321,ECDH1ME8569_1321
TCYNTtex_num4,tcynt_e,tcynt,ECDH1ME8569_2151,ECDH1ME8569_2151
HACD3i_num2,3hocoa_c,3hocoa,EcDH1_4135,EcDH1_4135
3PGtex_num2,3pg_e,3pg,EcDH1_2269,EcDH1_2269
