reactions,metabolites,metabolitestotal,gpr,genes
METSOXR1_num4,trdrd_c,trdrd,ECDH1ME8569_3430 and ECDH1ME8569_3662,ECDH1ME8569_3662
METSOXR1_num4,trdrd_c,trdrd,ECDH1ME8569_3430 and ECDH1ME8569_3662,ECDH1ME8569_3430
METSOXR2_num2,metsox_R__L_c,metsox_R__L,ECDH1ME8569_1722 and ECDH1ME8569_3662,ECDH1ME8569_1722
METSOXR2_num2,metsox_R__L_c,metsox_R__L,ECDH1ME8569_1722 and ECDH1ME8569_3662,ECDH1ME8569_3662
METSOXR2_num2,trdrd_c,trdrd,ECDH1ME8569_1722 and ECDH1ME8569_3662,ECDH1ME8569_1722
METSOXR2_num2,trdrd_c,trdrd,ECDH1ME8569_1722 and ECDH1ME8569_3662,ECDH1ME8569_3662
METtex_num2,met__L_e,met__L,ECDH1ME8569_0880,ECDH1ME8569_0880
METtex_num3,met__L_e,met__L,ECDH1ME8569_1321,ECDH1ME8569_1321
METtex_num4,met__L_e,met__L,ECDH1ME8569_2151,ECDH1ME8569_2151
NACtex_num2,nac_e,nac,ECDH1ME8569_0880,ECDH1ME8569_0880
NACtex_num3,nac_e,nac,ECDH1ME8569_1321,ECDH1ME8569_1321
NACtex_num4,nac_e,nac,ECDH1ME8569_2151,ECDH1ME8569_2151
MINCYCtex_num2,mincyc_e,mincyc,ECDH1ME8569_2151,ECDH1ME8569_2151
MINCYCtex_num3,mincyc_e,mincyc,ECDH1ME8569_0880,ECDH1ME8569_0880
MINCYCtex_num4,mincyc_e,mincyc,ECDH1ME8569_0229,ECDH1ME8569_0229
NI2t3pp_num2,ni2_c,ni2,ECDH1ME8569_0705,ECDH1ME8569_0705
NI2tex_num2,ni2_e,ni2,ECDH1ME8569_0880,ECDH1ME8569_0880
NI2tex_num3,ni2_e,ni2,ECDH1ME8569_1321,ECDH1ME8569_1321
NI2tex_num4,ni2_e,ni2,ECDH1ME8569_2151,ECDH1ME8569_2151
NI2uabcpp_num2,ni2_p,ni2,ECDH1ME8569_4098,ECDH1ME8569_4098
NMNAT_num2,nmn_c,nmn,ECDH1ME8569_0608,ECDH1ME8569_0608
NMNtex_num2,nmn_e,nmn,ECDH1ME8569_0880,ECDH1ME8569_0880
NMNtex_num3,nmn_e,nmn,ECDH1ME8569_1321,ECDH1ME8569_1321
NMNtex_num4,nmn_e,nmn,ECDH1ME8569_2151,ECDH1ME8569_2151
MLTGY1pp_num2,murein4p4p_p,murein4p4p,ECDH1ME8569_2863,ECDH1ME8569_2863
MLTGY1pp_num3,murein4p4p_p,murein4p4p,ECDH1ME8569_4249,ECDH1ME8569_4249
MLTGY1pp_num4,murein4p4p_p,murein4p4p,ECDH1ME8569_2723,ECDH1ME8569_2723
MLTGY1pp_num5,murein4p4p_p,murein4p4p,ECDH1ME8569_2611,ECDH1ME8569_2611
MLTGY1pp_num6,murein4p4p_p,murein4p4p,ECDH1ME8569_1132,ECDH1ME8569_1132
NO3R2pp_num2,mql8_c,mql8,ECDH1ME8569_o0019 and ECDH1ME8569_1167 and ECDH1ME8569_1168 and ECDH1ME8569_1169,ECDH1ME8569_o0019
NO3R2pp_num2,mql8_c,mql8,ECDH1ME8569_o0019 and ECDH1ME8569_1167 and ECDH1ME8569_1168 and ECDH1ME8569_1169,ECDH1ME8569_1167
NO3R2pp_num2,mql8_c,mql8,ECDH1ME8569_o0019 and ECDH1ME8569_1167 and ECDH1ME8569_1168 and ECDH1ME8569_1169,ECDH1ME8569_1168
NO3R2pp_num2,mql8_c,mql8,ECDH1ME8569_o0019 and ECDH1ME8569_1167 and ECDH1ME8569_1168 and ECDH1ME8569_1169,ECDH1ME8569_1169
MLTGY2pp_num2,murein4p3p_p,murein4p3p,ECDH1ME8569_2485,ECDH1ME8569_2485
MLTGY2pp_num3,murein4p3p_p,murein4p3p,ECDH1ME8569_2863,ECDH1ME8569_2863
MLTGY2pp_num4,murein4p3p_p,murein4p3p,ECDH1ME8569_4249,ECDH1ME8569_4249
MLTGY2pp_num5,murein4p3p_p,murein4p3p,ECDH1ME8569_2723,ECDH1ME8569_2723
MLTGY2pp_num6,murein4p3p_p,murein4p3p,ECDH1ME8569_2611,ECDH1ME8569_2611
MLTGY3pp_num2,murein3p3p_p,murein3p3p,ECDH1ME8569_2863,ECDH1ME8569_2863
MLTGY3pp_num3,murein3p3p_p,murein3p3p,ECDH1ME8569_2485,ECDH1ME8569_2485
MLTGY3pp_num4,murein3p3p_p,murein3p3p,ECDH1ME8569_4249,ECDH1ME8569_4249
MLTGY3pp_num5,murein3p3p_p,murein3p3p,ECDH1ME8569_2723,ECDH1ME8569_2723
MLTGY3pp_num6,murein3p3p_p,murein3p3p,ECDH1ME8569_2611,ECDH1ME8569_2611
MLTGY4pp_num2,murein4px4p4p_p,murein4px4p4p,ECDH1ME8569_1132,ECDH1ME8569_1132
MLTGY4pp_num3,murein4px4p4p_p,murein4px4p4p,ECDH1ME8569_2863,ECDH1ME8569_2863
MLTGY4pp_num4,murein4px4p4p_p,murein4px4p4p,ECDH1ME8569_2485,ECDH1ME8569_2485
MLTGY4pp_num5,murein4px4p4p_p,murein4px4p4p,ECDH1ME8569_4249,ECDH1ME8569_4249
MLTGY4pp_num6,murein4px4p4p_p,murein4px4p4p,ECDH1ME8569_2723,ECDH1ME8569_2723
OBTFL_num2,2obut_c,2obut,ECDH1ME8569_0853 and ECDH1ME8569_0854,ECDH1ME8569_0854
OBTFL_num2,2obut_c,2obut,ECDH1ME8569_0853 and ECDH1ME8569_0854,ECDH1ME8569_0853
OBTFL_num3,2obut_c,2obut,ECDH1ME8569_0853 and ECDH1ME8569_3007,ECDH1ME8569_3007
OBTFL_num3,2obut_c,2obut,ECDH1ME8569_0853 and ECDH1ME8569_3007,ECDH1ME8569_0853
OCBT_num2,cbp_c,cbp,ECDH1ME8569_0261,ECDH1ME8569_0261
OCBT_num2,orn_c,orn,ECDH1ME8569_0261,ECDH1ME8569_0261
OCTAtex_num2,octa_e,octa,ECDH1ME8569_0880,ECDH1ME8569_0880
OCTAtex_num3,octa_e,octa,ECDH1ME8569_1321,ECDH1ME8569_1321
OCTAtex_num4,octa_e,octa,ECDH1ME8569_2151,ECDH1ME8569_2151
ORNDC_num2,orn_c,orn,ECDH1ME8569_0651,ECDH1ME8569_0651
ORNtex_num2,orn_e,orn,ECDH1ME8569_0880,ECDH1ME8569_0880
ORNtex_num3,orn_e,orn,ECDH1ME8569_1321,ECDH1ME8569_1321
ORNtex_num4,orn_e,orn,ECDH1ME8569_2151,ECDH1ME8569_2151
OROTtex_num2,orot_e,orot,ECDH1ME8569_1321,ECDH1ME8569_1321
OROTtex_num3,orot_e,orot,ECDH1ME8569_0880,ECDH1ME8569_0880
OROTtex_num4,orot_e,orot,ECDH1ME8569_0229,ECDH1ME8569_0229
MMETtex_num2,mmet_e,mmet,ECDH1ME8569_0880,ECDH1ME8569_0880
MMETtex_num3,mmet_e,mmet,ECDH1ME8569_1321,ECDH1ME8569_1321
MMETtex_num4,mmet_e,mmet,ECDH1ME8569_2151,ECDH1ME8569_2151
PAPSR_num2,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_3662,ECDH1ME8569_2672
PAPSR_num2,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_3662,ECDH1ME8569_3662
PAPSR_num2,trdrd_c,trdrd,ECDH1ME8569_2672 and ECDH1ME8569_3662,ECDH1ME8569_2672
PAPSR_num2,trdrd_c,trdrd,ECDH1ME8569_2672 and ECDH1ME8569_3662,ECDH1ME8569_3662
PACALDtex_num2,pacald_e,pacald,ECDH1ME8569_0880,ECDH1ME8569_0880
PACALDtex_num3,pacald_e,pacald,ECDH1ME8569_1321,ECDH1ME8569_1321
PACALDtex_num4,pacald_e,pacald,ECDH1ME8569_2151,ECDH1ME8569_2151
PAPSR2_num2,grxrd_c,grxrd,ECDH1ME8569_2672 and ECDH1ME8569_0999,ECDH1ME8569_2672
PAPSR2_num2,grxrd_c,grxrd,ECDH1ME8569_2672 and ECDH1ME8569_0999,ECDH1ME8569_0999
PAPSR2_num2,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_0999,ECDH1ME8569_2672
PAPSR2_num2,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_0999,ECDH1ME8569_0999
PAPSR2_num3,grxrd_c,grxrd,ECDH1ME8569_2672 and ECDH1ME8569_1598,ECDH1ME8569_2672
PAPSR2_num3,grxrd_c,grxrd,ECDH1ME8569_2672 and ECDH1ME8569_1598,ECDH1ME8569_1598
PAPSR2_num3,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_1598,ECDH1ME8569_2672
PAPSR2_num3,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_1598,ECDH1ME8569_1598
PAPSR2_num4,grxrd_c,grxrd,ECDH1ME8569_2672 and ECDH1ME8569_3495,ECDH1ME8569_2672
PAPSR2_num4,grxrd_c,grxrd,ECDH1ME8569_2672 and ECDH1ME8569_3495,ECDH1ME8569_3495
PAPSR2_num4,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_3495,ECDH1ME8569_2672
PAPSR2_num4,paps_c,paps,ECDH1ME8569_2672 and ECDH1ME8569_3495,ECDH1ME8569_3495
PGM_num2,2pg_c,2pg,ECDH1ME8569_4252,ECDH1ME8569_4252
PGM_num3,2pg_c,2pg,ECDH1ME8569_0708,ECDH1ME8569_0708
PGMT_num2,g1p_c,g1p,ECDH1ME8569_0646,ECDH1ME8569_0646
PGPP120_num2,pgp120_c,pgp120,ECDH1ME8569_0403,ECDH1ME8569_0403
PEAMNtex_num2,peamn_e,peamn,ECDH1ME8569_0880,ECDH1ME8569_0880
PEAMNtex_num3,peamn_e,peamn,ECDH1ME8569_1321,ECDH1ME8569_1321
PEAMNtex_num4,peamn_e,peamn,ECDH1ME8569_2151,ECDH1ME8569_2151
PGPP120pp_num2,pgp120_p,pgp120,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP140_num2,pgp140_c,pgp140,ECDH1ME8569_0403,ECDH1ME8569_0403
PGPP140pp_num2,pgp140_p,pgp140,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP141_num2,pgp141_c,pgp141,ECDH1ME8569_0403,ECDH1ME8569_0403
PGPP141pp_num2,pgp141_p,pgp141,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP160_num2,pgp160_c,pgp160,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP160pp_num2,pgp160_p,pgp160,ECDH1ME8569_1219,ECDH1ME8569_1219
PFK_num2,f6p_c,f6p,ECDH1ME8569_1667,ECDH1ME8569_1667
PFL_num2,pyr_c,pyr,ECDH1ME8569_0853 and ECDH1ME8569_3007,ECDH1ME8569_3007
PFL_num2,pyr_c,pyr,ECDH1ME8569_0853 and ECDH1ME8569_3007,ECDH1ME8569_0853
PFL_num3,pyr_c,pyr,ECDH1ME8569_3819 and ECDH1ME8569_3820,ECDH1ME8569_3820
PFL_num3,pyr_c,pyr,ECDH1ME8569_3819 and ECDH1ME8569_3820,ECDH1ME8569_3819
PFL_num4,pyr_c,pyr,ECDH1ME8569_0853 and ECDH1ME8569_0854 and ECDH1ME8569_2506,ECDH1ME8569_2506
PFL_num4,pyr_c,pyr,ECDH1ME8569_0853 and ECDH1ME8569_0854 and ECDH1ME8569_2506,ECDH1ME8569_0854
PFL_num4,pyr_c,pyr,ECDH1ME8569_0853 and ECDH1ME8569_0854 and ECDH1ME8569_2506,ECDH1ME8569_0853
PGPP161_num2,pgp161_c,pgp161,ECDH1ME8569_0403,ECDH1ME8569_0403
PGPP161pp_num2,pgp161_p,pgp161,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP180_num2,pgp180_c,pgp180,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP180pp_num2,pgp180_p,pgp180,ECDH1ME8569_1219,ECDH1ME8569_1219
PGPP181_num2,pgp181_c,pgp181,ECDH1ME8569_0403,ECDH1ME8569_0403
PGPP181pp_num2,pgp181_p,pgp181,ECDH1ME8569_1219,ECDH1ME8569_1219
PHETA1_num2,akg_c,akg,ECDH1ME8569_0879,ECDH1ME8569_0879
PHETA1_num2,phe__L_c,phe__L,ECDH1ME8569_0879,ECDH1ME8569_0879
PHETA1_num3,akg_c,akg,ECDH1ME8569_3651,ECDH1ME8569_3651
PHETA1_num3,phe__L_c,phe__L,ECDH1ME8569_3651,ECDH1ME8569_3651
PHEt2rpp_num2,phe__L_p,phe__L,ECDH1ME8569_0106,ECDH1ME8569_0106
PHEt2rpp_num3,phe__L_p,phe__L,ECDH1ME8569_0544,ECDH1ME8569_0544
PHEtex_num2,phe__L_e,phe__L,ECDH1ME8569_0880,ECDH1ME8569_0880
PHEtex_num3,phe__L_e,phe__L,ECDH1ME8569_1321,ECDH1ME8569_1321
PHEtex_num4,phe__L_e,phe__L,ECDH1ME8569_2151,ECDH1ME8569_2151
MNLtex_num2,mnl_e,mnl,ECDH1ME8569_0880,ECDH1ME8569_0880
MNLtex_num3,mnl_e,mnl,ECDH1ME8569_1321,ECDH1ME8569_1321
MNLtex_num4,mnl_e,mnl,ECDH1ME8569_2151,ECDH1ME8569_2151
PPM_num2,r1p_c,r1p,ECDH1ME8569_4239,ECDH1ME8569_4239
PPPNtex_num2,pppn_e,pppn,ECDH1ME8569_0880,ECDH1ME8569_0880
PPPNtex_num3,pppn_e,pppn,ECDH1ME8569_1321,ECDH1ME8569_1321
PPPNtex_num4,pppn_e,pppn,ECDH1ME8569_2151,ECDH1ME8569_2151
PPTtex_num2,ppt_e,ppt,ECDH1ME8569_0880,ECDH1ME8569_0880
PPTtex_num3,ppt_e,ppt,ECDH1ME8569_1321,ECDH1ME8569_1321
PPTtex_num4,ppt_e,ppt,ECDH1ME8569_2151,ECDH1ME8569_2151
PNTOtex_num2,pnto__R_e,pnto__R,ECDH1ME8569_0880,ECDH1ME8569_0880
PNTOtex_num3,pnto__R_e,pnto__R,ECDH1ME8569_1321,ECDH1ME8569_1321
PNTOtex_num4,pnto__R_e,pnto__R,ECDH1ME8569_2151,ECDH1ME8569_2151
POR5_num2,flxso_c,flxso,ECDH1ME8569_2797 and ECDH1ME8569_1322,ECDH1ME8569_1322
POR5_num2,flxso_c,flxso,ECDH1ME8569_2797 and ECDH1ME8569_1322,ECDH1ME8569_2797
POR5_num2,pyr_c,pyr,ECDH1ME8569_2797 and ECDH1ME8569_1322,ECDH1ME8569_1322
POR5_num2,pyr_c,pyr,ECDH1ME8569_2797 and ECDH1ME8569_1322,ECDH1ME8569_2797
PPALtex_num2,ppal_e,ppal,ECDH1ME8569_0880,ECDH1ME8569_0880
PPALtex_num3,ppal_e,ppal,ECDH1ME8569_1321,ECDH1ME8569_1321
PPALtex_num4,ppal_e,ppal,ECDH1ME8569_2151,ECDH1ME8569_2151
PPAtex_num2,ppa_e,ppa,ECDH1ME8569_0880,ECDH1ME8569_0880
PPAtex_num3,ppa_e,ppa,ECDH1ME8569_2151,ECDH1ME8569_2151
PPAtex_num4,ppa_e,ppa,ECDH1ME8569_0229,ECDH1ME8569_0229
PROGLYtex_num2,progly_e,progly,ECDH1ME8569_0880,ECDH1ME8569_0880
PROGLYtex_num3,progly_e,progly,ECDH1ME8569_1321,ECDH1ME8569_1321
PROGLYtex_num4,progly_e,progly,ECDH1ME8569_2151,ECDH1ME8569_2151
PROtex_num2,pro__L_e,pro__L,ECDH1ME8569_2151,ECDH1ME8569_2151
PROtex_num3,pro__L_e,pro__L,ECDH1ME8569_0229,ECDH1ME8569_0229
PROtex_num4,pro__L_e,pro__L,ECDH1ME8569_0880,ECDH1ME8569_0880
PSCLYStex_num2,psclys_e,psclys,ECDH1ME8569_1321,ECDH1ME8569_1321
PSCLYStex_num3,psclys_e,psclys,ECDH1ME8569_0229,ECDH1ME8569_0229
PSCLYStex_num4,psclys_e,psclys,ECDH1ME8569_0880,ECDH1ME8569_0880
MOBDabcpp_num2,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_2356
MOBDabcpp_num2,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_2357
MOBDabcpp_num2,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_3786
MOBDabcpp_num2,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2358 and ECDH1ME8569_2357 and ECDH1ME8569_3786,ECDH1ME8569_2358
MOBDabcpp_num3,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2359 and ECDH1ME8569_2358 and ECDH1ME8569_2357,ECDH1ME8569_2356
MOBDabcpp_num3,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2359 and ECDH1ME8569_2358 and ECDH1ME8569_2357,ECDH1ME8569_2357
MOBDabcpp_num3,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2359 and ECDH1ME8569_2358 and ECDH1ME8569_2357,ECDH1ME8569_2359
MOBDabcpp_num3,mobd_p,mobd,ECDH1ME8569_2356 and ECDH1ME8569_2359 and ECDH1ME8569_2358 and ECDH1ME8569_2357,ECDH1ME8569_2358
PSERtex_num2,pser__L_e,pser__L,ECDH1ME8569_0880,ECDH1ME8569_0880
PSERtex_num3,pser__L_e,pser__L,ECDH1ME8569_1321,ECDH1ME8569_1321
PSERtex_num4,pser__L_e,pser__L,ECDH1ME8569_2151,ECDH1ME8569_2151
MOBDtex_num2,mobd_e,mobd,ECDH1ME8569_0880,ECDH1ME8569_0880
MOBDtex_num3,mobd_e,mobd,ECDH1ME8569_1321,ECDH1ME8569_1321
MOBDtex_num4,mobd_e,mobd,ECDH1ME8569_2151,ECDH1ME8569_2151
MOGDS_num2,moco_c,moco,ECDH1ME8569_3729 and ECDH1ME8569_3728,ECDH1ME8569_3728
MOGDS_num2,moco_c,moco,ECDH1ME8569_3729 and ECDH1ME8569_3728,ECDH1ME8569_3729
R5Ptex_num2,r5p_e,r5p,ECDH1ME8569_0880,ECDH1ME8569_0880
R5Ptex_num3,r5p_e,r5p,ECDH1ME8569_1321,ECDH1ME8569_1321
R5Ptex_num4,r5p_e,r5p,ECDH1ME8569_2151,ECDH1ME8569_2151
PTAr_num2,accoa_c,accoa,ECDH1ME8569_2383,ECDH1ME8569_2383
RBP4E_num2,ru5p__L_c,ru5p__L,ECDH1ME8569_3464,ECDH1ME8569_3464
RBP4E_num3,ru5p__L_c,ru5p__L,ECDH1ME8569_0060,ECDH1ME8569_0060
PTRCabcpp_num2,ptrc_p,ptrc,ECDH1ME8569_1062 and ECDH1ME8569_1060 and ECDH1ME8569_1059 and ECDH1ME8569_1058,ECDH1ME8569_1062
PTRCabcpp_num2,ptrc_p,ptrc,ECDH1ME8569_1062 and ECDH1ME8569_1060 and ECDH1ME8569_1059 and ECDH1ME8569_1058,ECDH1ME8569_1059
PTRCabcpp_num2,ptrc_p,ptrc,ECDH1ME8569_1062 and ECDH1ME8569_1060 and ECDH1ME8569_1059 and ECDH1ME8569_1058,ECDH1ME8569_1058
PTRCabcpp_num2,ptrc_p,ptrc,ECDH1ME8569_1062 and ECDH1ME8569_1060 and ECDH1ME8569_1059 and ECDH1ME8569_1058,ECDH1ME8569_1060
PTRCabcpp_num3,ptrc_p,ptrc,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1385
PTRCabcpp_num3,ptrc_p,ptrc,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1383
PTRCabcpp_num3,ptrc_p,ptrc,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1386
PTRCabcpp_num3,ptrc_p,ptrc,ECDH1ME8569_1383 and ECDH1ME8569_1384 and ECDH1ME8569_1385 and ECDH1ME8569_1386,ECDH1ME8569_1384
PTRCt2pp_num2,ptrc_p,ptrc,ECDH1ME8569_0650,ECDH1ME8569_0650
PTRCtex_num2,ptrc_e,ptrc,ECDH1ME8569_0880,ECDH1ME8569_0880
PTRCtex_num3,ptrc_e,ptrc,ECDH1ME8569_1321,ECDH1ME8569_1321
PTRCtex_num4,ptrc_e,ptrc,ECDH1ME8569_2151,ECDH1ME8569_2151
PUNP3_num2,gsn_c,gsn,ECDH1ME8569_4240,ECDH1ME8569_4240
RIBabcpp_num2,rib__D_p,rib__D,ECDH1ME8569_3637 and ECDH1ME8569_3639 and ECDH1ME8569_3638 and ECDH1ME8569_3636,ECDH1ME8569_3637
RIBabcpp_num2,rib__D_p,rib__D,ECDH1ME8569_3637 and ECDH1ME8569_3639 and ECDH1ME8569_3638 and ECDH1ME8569_3636,ECDH1ME8569_3636
RIBabcpp_num2,rib__D_p,rib__D,ECDH1ME8569_3637 and ECDH1ME8569_3639 and ECDH1ME8569_3638 and ECDH1ME8569_3636,ECDH1ME8569_3638
RIBabcpp_num2,rib__D_p,rib__D,ECDH1ME8569_3637 and ECDH1ME8569_3639 and ECDH1ME8569_3638 and ECDH1ME8569_3636,ECDH1ME8569_3639
RIBabcpp_num3,rib__D_p,rib__D,ECDH1ME8569_3946 and ECDH1ME8569_3947 and ECDH1ME8569_3945,ECDH1ME8569_3947
RIBabcpp_num3,rib__D_p,rib__D,ECDH1ME8569_3946 and ECDH1ME8569_3947 and ECDH1ME8569_3945,ECDH1ME8569_3945
RIBabcpp_num3,rib__D_p,rib__D,ECDH1ME8569_3946 and ECDH1ME8569_3947 and ECDH1ME8569_3945,ECDH1ME8569_3946
RIBtex_num2,rib__D_e,rib__D,ECDH1ME8569_0880,ECDH1ME8569_0880
RIBtex_num3,rib__D_e,rib__D,ECDH1ME8569_1321,ECDH1ME8569_1321
RIBtex_num4,rib__D_e,rib__D,ECDH1ME8569_2151,ECDH1ME8569_2151
PUNP4_num2,dgsn_c,dgsn,ECDH1ME8569_4240,ECDH1ME8569_4240
PUNP5_num2,ins_c,ins,ECDH1ME8569_4240,ECDH1ME8569_4240
PUNP6_num2,din_c,din,ECDH1ME8569_4240,ECDH1ME8569_4240
RMNtex_num2,rmn_e,rmn,ECDH1ME8569_0229,ECDH1ME8569_0229
RMNtex_num3,rmn_e,rmn,ECDH1ME8569_0880,ECDH1ME8569_0880
RMNtex_num4,rmn_e,rmn,ECDH1ME8569_1321,ECDH1ME8569_1321
RNDR1_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_3662,ECDH1ME8569_2169
RNDR1_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_3662,ECDH1ME8569_2170
RNDR1_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_3662,ECDH1ME8569_3662
PYDAMtex_num2,pydam_e,pydam,ECDH1ME8569_0880,ECDH1ME8569_0880
PYDAMtex_num3,pydam_e,pydam,ECDH1ME8569_1321,ECDH1ME8569_1321
PYDAMtex_num4,pydam_e,pydam,ECDH1ME8569_0229,ECDH1ME8569_0229
MPTG_num2,uaagmda_c,uaagmda,ECDH1ME8569_0143 and ECDH1ME8569_1004,ECDH1ME8569_0143
MPTG_num2,uaagmda_c,uaagmda,ECDH1ME8569_0143 and ECDH1ME8569_1004,ECDH1ME8569_1004
MPTG_num3,uaagmda_c,uaagmda,ECDH1ME8569_1004 and ECDH1ME8569_2446,ECDH1ME8569_2446
MPTG_num3,uaagmda_c,uaagmda,ECDH1ME8569_1004 and ECDH1ME8569_2446,ECDH1ME8569_1004
PYDXK_num2,pydx_c,pydx,ECDH1ME8569_2352,ECDH1ME8569_2352
PYDXNtex_num2,pydxn_e,pydxn,ECDH1ME8569_0880,ECDH1ME8569_0880
PYDXNtex_num3,pydxn_e,pydxn,ECDH1ME8569_1321,ECDH1ME8569_1321
PYDXNtex_num4,pydxn_e,pydxn,ECDH1ME8569_0229,ECDH1ME8569_0229
RNDR1b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_3495
RNDR1b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR1b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR1b_num3,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR1b_num3,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_1598
RNDR1b_num3,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR1b_num4,grxrd_c,grxrd,ECDH1ME8569_0801 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR1b_num4,grxrd_c,grxrd,ECDH1ME8569_0801 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_0801
RNDR1b_num4,grxrd_c,grxrd,ECDH1ME8569_0801 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR2_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2169
RNDR2_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2170
RNDR2_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2509
RNDR2b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_3495
RNDR2b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR2b_num2,grxrd_c,grxrd,ECDH1ME8569_3495 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR2b_num3,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR2b_num3,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_0999
RNDR2b_num3,grxrd_c,grxrd,ECDH1ME8569_0999 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR2b_num4,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2592
RNDR2b_num4,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_1598
RNDR2b_num4,grxrd_c,grxrd,ECDH1ME8569_1598 and ECDH1ME8569_2591 and ECDH1ME8569_2592,ECDH1ME8569_2591
RNDR3_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2169
RNDR3_num2,trdrd_c,trdrd,ECDH1ME8569_2169 and ECDH1ME8569_2170 and ECDH1ME8569_2509,ECDH1ME8569_2170
